id;d1;d2;cluster
c2sp2s699;11,91808;10,87769;0
c2sp2s700;11,89047;10,93793;0
c2sp2s701;11,86163;10,99779;0
c2sp2s702;11,83156;11,05725;0
c2sp2s703;11,80026;11,11628;0
c2sp2s704;11,76774;11,17487;0
c2sp2s705;11,73400;11,23297;0
c2sp2s706;11,69905;11,29058;0
c2sp2s707;11,66289;11,34766;0
c2sp2s708;11,62555;11,40418;0
c2sp2s709;11,58701;11,46014;0
c2sp2s710;11,54730;11,51549;0
c2sp2s711;11,50641;11,57021;0
c2sp2s712;11,46437;11,62429;0
c2sp2s713;11,42118;11,67769;0
c2sp2s714;11,37684;11,73039;0
c2sp2s715;11,33138;11,78237;0
c2sp2s716;11,28480;11,83360;0
c2sp2s717;11,23711;11,88407;0
c2sp2s718;11,18833;11,93374;0
c2sp2s719;11,13847;11,98259;0
c2sp2s720;11,08755;12,03060;0
c2sp2s721;11,03557;12,07775;0
c2sp2s722;10,98256;12,12401;0
c2sp2s723;10,92852;12,16937;0
c2sp2s724;10,87348;12,21380;0
c2sp2s725;10,81744;12,25727;0
c2sp2s726;10,76043;12,29977;0
c2sp2s727;10,70246;12,34127;0
c2sp2s728;10,64356;12,38176;0
c2sp2s729;10,58372;12,42122;0
c2sp2s730;10,52299;12,45961;0
c2sp2s731;10,46136;12,49693;0
c2sp2s732;10,39887;12,53315;0
c2sp2s733;10,33554;12,56826;0
c2sp2s734;10,27137;12,60222;0
c2sp2s735;10,20640;12,63504;0
c2sp2s736;10,14064;12,66668;0
c2sp2s737;10,07412;12,69713;0
c2sp2s738;10,00685;12,72637;0
c2sp2s739;9,93886;12,75439;0
c2sp2s740;9,87017;12,78116;0
c2sp2s741;9,80081;12,80668;0
c2sp2s742;9,73079;12,83092;0
c2sp2s743;9,66014;12,85387;0
c2sp2s744;9,58888;12,87551;0
c2sp2s745;9,51705;12,89584;0
c2sp2s746;9,44465;12,91483;0
c2sp2s747;9,37173;12,93247;0
c2sp2s748;9,29829;12,94875;1
c2sp2s749;9,22438;12,96365;1
c2sp2s750;9,15001;12,97717;1
c2sp2s751;9,07521;12,98929;1
c2sp2s752;9,00000;13,00000;1
c2sp2s753;8,92442;13,00929;1
c2sp2s754;8,84849;13,01714;1
c2sp2s755;8,77223;13,02356;1
c2sp2s756;8,69568;13,02852;1
c2sp2s757;8,61886;13,03203;1
c2sp2s758;8,54180;13,03406;1
c2sp2s759;8,46453;13,03462;1
c2sp2s760;8,38708;13,03370;1
c2sp2s761;8,30947;13,03129;1
c2sp2s762;8,23174;13,02738;1
c2sp2s763;8,15391;13,02197;1
c2sp2s764;8,07600;13,01505;1
c2sp2s765;7,99807;13,00662;1
c2sp2s766;7,92012;12,99668;1
c2sp2s767;7,84219;12,98522;1
c2sp2s768;7,76431;12,97224;1
c2sp2s769;7,68651;12,95773;1
c2sp2s770;7,60881;12,94170;1
c2sp2s771;7,53126;12,92414;1
c2sp2s772;7,45388;12,90506;1
c2sp2s773;7,37669;12,88445;1
c2sp2s774;7,29973;12,86232;1
c2sp2s775;7,22304;12,83866;1
c2sp2s776;7,14663;12,81348;1
c2sp2s777;7,07054;12,78678;1
c2sp2s778;6,99480;12,75856;1
c2sp2s779;6,91944;12,72883;1
c2sp2s780;6,84449;12,69759;1
c2sp2s781;6,76998;12,66485;1
c2sp2s782;6,69594;12,63061;1
c2sp2s783;6,62241;12,59488;1
c2sp2s784;6,54940;12,55766;1
c2sp2s785;6,47695;12,51897;1
c2sp2s786;6,40509;12,47880;1
c2sp2s787;6,33385;12,43717;1
c2sp2s788;6,26327;12,39410;1
c2sp2s789;6,19336;12,34957;1
c2sp2s790;6,12415;12,30362;1
c2sp2s791;6,05569;12,25625;1
c2sp2s792;5,98799;12,20746;1
c2sp2s793;5,92109;12,15728;1
c2sp2s794;5,85501;12,10571;1
c2sp2s795;5,78979;12,05277;1
c2sp2s796;5,72544;11,99848;1
c2sp2s797;5,66201;11,94284;1
c2sp2s798;5,59951;11,88587;1
c2sp2s799;5,53797;11,82759;1
c2sp2s800;5,47743;11,76801;1
c2sp2s801;5,41790;11,70715;1
c2sp2s802;5,35942;11,64503;1
c2sp2s803;5,30202;11,58167;1
c2sp2s804;5,24571;11,51708;1
c2sp2s805;5,19052;11,45128;1
c2sp2s806;5,13649;11,38429;1
c2sp2s807;5,08362;11,31614;1
c2sp2s808;5,03196;11,24684;1
c2sp2s809;4,98152;11,17641;1
c2sp2s810;4,93233;11,10488;3
c2sp2s811;4,88442;11,03226;3
c2sp2s812;4,83780;10,95858;3
c2sp2s813;4,79249;10,88387;3
c2sp2s814;4,74853;10,80815;3
c2sp2s815;4,70593;10,73143;3
c2sp2s816;4,66471;10,65375;3
c2sp2s817;4,62490;10,57513;3
c2sp2s818;4,58652;10,49560;3
c2sp2s819;4,54959;10,41517;3
c2sp2s820;4,51412;10,33389;3
c2sp2s821;4,48014;10,25177;3
c2sp2s822;4,44766;10,16884;3
c2sp2s823;4,41671;10,08513;3
c2sp2s824;4,38729;10,00067;3
c2sp2s825;4,35944;9,91549;3
c2sp2s826;4,33317;9,82961;3
c2sp2s827;4,30848;9,74306;3
c2sp2s828;4,28540;9,65588;3
c2sp2s829;4,26395;9,56809;3
c2sp2s830;4,24413;9,47973;3
c2sp2s831;4,22597;9,39082;3
c2sp2s832;4,20947;9,30139;3
c2sp2s833;4,19465;9,21149;3
c2sp2s834;4,18152;9,12113;3
c2sp2s835;4,17010;9,03035;3
c2sp2s836;4,16038;8,93918;3
c2sp2s837;4,15239;8,84766;3
c2sp2s838;4,14614;8,75581;3
c2sp2s839;4,14163;8,66368;3
c2sp2s840;4,13887;8,57129;3
c2sp2s841;4,13787;8,47867;3
c2sp2s842;4,13864;8,38587;3
c2sp2s843;4,14118;8,29291;3
c2sp2s844;4,14550;8,19983;3
c2sp2s845;4,15162;8,10666;3
c2sp2s846;4,15952;8,01343;3
c2sp2s847;4,16921;7,92019;3
c2sp2s848;4,18071;7,82696;3
c2sp2s849;4,19400;7,73379;3
c2sp2s850;4,20910;7,64070;3
c2sp2s851;4,22601;7,54773;3
c2sp2s852;4,24472;7,45492;3
c2sp2s853;4,26523;7,36229;3
c2sp2s854;4,28756;7,26989;3
c2sp2s855;4,31168;7,17775;3
c2sp2s856;4,33761;7,08591;3
c2sp2s857;4,36534;6,99440;3
c2sp2s858;4,39486;6,90326;3
c2sp2s859;4,42618;6,81252;3
c2sp2s860;4,45929;6,72221;3
c2sp2s861;4,49417;6,63238;3
c2sp2s862;4,53084;6,54306;3
c2sp2s863;4,56927;6,45427;3
c2sp2s864;4,60946;6,36607;3
c2sp2s865;4,65141;6,27848;3
c2sp2s866;4,69511;6,19153;3
c2sp2s867;4,74054;6,10527;3
c2sp2s868;4,78769;6,01972;3
c2sp2s869;4,83656;5,93493;3
c2sp2s870;4,88713;5,85092;3
c2sp2s871;4,93939;5,76773;3
c2sp2s872;4,99333;5,68540;3
c2sp2s873;5,04893;5,60395;3
c2sp2s874;5,10619;5,52342;3
c2sp2s875;5,16507;5,44384;3
c2sp2s876;5,44817;8,66086;3
c2sp2s877;5,28769;5,28769;4
c2sp2s878;5,35138;5,21117;4
c2sp2s879;5,41665;5,13574;4
c2sp2s880;5,48346;5,06143;4
c2sp2s881;5,55180;4,98827;4
c2sp2s882;5,62165;4,91628;4
c2sp2s883;5,69300;4,84550;4
c2sp2s884;5,76581;4,77597;4
c2sp2s885;5,84007;4,70771;4
c2sp2s886;5,91576;4,64075;4
c2sp2s887;5,99285;4,57512;4
c2sp2s888;6,07133;4,51085;4
c2sp2s889;6,15115;4,44797;4
c2sp2s890;6,23232;4,38651;4
c2sp2s891;6,31478;4,32649;4
c2sp2s892;6,39853;4,26794;4
c2sp2s893;6,48353;4,21090;4
c2sp2s894;6,56976;4,15538;4
c2sp2s895;6,65719;4,10141;4
c2sp2s896;6,74580;4,04902;4
c2sp2s897;6,83554;3,99824;4
c2sp2s898;6,92641;3,94908;4
c2sp2s899;7,01835;3,90157;4
c2sp2s900;7,11136;3,85574;4
c2sp2s901;7,20538;3,81160;4
c2sp2s902;7,30041;3,76919;4
c2sp2s903;7,39639;3,72852;4
c2sp2s904;7,49331;3,68961;4
c2sp2s905;7,59112;3,65248;4
c2sp2s906;7,68980;3,61716;4
c2sp2s907;8,52773;5,42287;4
c2sp2s908;7,88961;3,55201;4
c2sp2s909;7,99068;3,52221;4
c2sp2s910;8,09249;3,49429;4
c2sp2s911;8,19498;3,46827;4
c2sp2s912;8,29813;3,44416;4
c2sp2s913;8,40191;3,42197;4
c2sp2s914;8,50628;3,40173;4
c2sp2s915;8,61119;3,38344;4
c2sp2s916;8,71662;3,36712;4
c2sp2s917;8,82253;3,35279;4
c2sp2s918;8,92888;3,34045;4
c2sp2s919;9,03563;3,33011;4
c2sp2s920;9,14274;3,32179;4
c2sp2s921;9,25018;3,31550;4
c2sp2s922;9,35791;3,31125;4
c2sp2s923;9,46588;3,30904;4
c2sp2s924;9,57407;3,30888;4
c2sp2s925;9,68243;3,31078;4
c2sp2s926;9,79092;3,31475;4
c2sp2s927;9,89950;3,32079;4
c2sp2s928;10,00813;3,32891;4
c2sp2s929;10,11678;3,33911;4
c2sp2s930;10,22540;3,35139;4
c2sp2s931;10,33395;3,36576;4
c2sp2s932;10,44240;3,38222;4
c2sp2s933;10,55070;3,40077;4
c2sp2s934;10,65881;3,42140;4
c2sp2s935;10,76670;3,44413;4
c2sp2s936;10,87431;3,46895;4
c2sp2s937;10,98162;3,49585;4
c2sp2s938;11,08857;3,52483;4
c2sp2s939;11,19514;3,55590;4
c2sp2s940;11,30128;3,58904;4
c2sp2s941;11,40694;3,62425;4
c2sp2s942;11,51210;3,66152;4
c2sp2s943;11,61670;3,70085;2
c2sp2s944;11,72071;3,74223;2
c2sp2s945;11,82409;3,78565;2
c2sp2s946;11,92680;3,83111;2
c2sp2s947;12,02880;3,87858;2
c2sp2s948;12,13004;3,92807;2
c2sp2s949;12,23049;3,97956;2
c2sp2s950;12,33012;4,03304;2
c2sp2s951;12,42887;4,08849;2
c2sp2s952;12,52671;4,14590;2
c2sp2s953;12,62361;4,20526;2
c2sp2s954;12,71951;4,26654;2
c2sp2s955;12,81440;4,32975;2
c2sp2s956;12,90822;4,39485;2
c2sp2s957;13,00094;4,46183;2
c2sp2s958;13,09252;4,53067;2
c2sp2s959;13,18292;4,60136;2
c2sp2s960;13,27211;4,67386;2
c2sp2s961;13,36005;4,74817;2
c2sp2s962;13,44671;4,82426;2
c2sp2s963;13,53204;4,90211;2
c2sp2s964;13,61602;4,98170;2
c2sp2s965;13,69860;5,06299;2
c2sp2s966;13,77976;5,14598;2
c2sp2s967;13,85945;5,23062;2
c2sp2s968;13,93765;5,31691;2
c2sp2s969;14,01432;5,40480;2
c2sp2s970;14,08943;5,49428;2
c2sp2s971;14,16295;5,58531;2
c2sp2s972;14,23483;5,67787;2
c2sp2s973;14,30506;5,77193;2
c2sp2s974;14,37360;5,86746;2
c2sp2s975;14,44042;5,96443;2
c2sp2s976;14,50550;6,06281;2
c2sp2s977;14,56879;6,16256;2
c2sp2s978;14,63028;6,26366;2
c2sp2s979;14,68993;6,36606;2
c2sp2s980;14,74771;6,46975;2
c2sp2s981;14,80361;6,57468;2
c2sp2s982;14,85759;6,68082;2
c2sp2s983;14,90963;6,78813;2
c2sp2s984;14,95970;6,89658;2
c2sp2s985;15,00778;7,00614;2
c2sp2s986;15,05384;7,11676;2
c2sp2s987;15,09787;7,22841;2
c2sp2s988;15,13983;7,34105;2
c2sp2s989;15,17971;7,45464;2
c2sp2s990;15,21748;7,56915;2
c2sp2s991;15,25313;7,68454;2
c2sp2s992;15,28664;7,80076;2
c2sp2s993;15,31798;7,91778;2
c2sp2s994;15,34714;8,03555;2
c2sp2s995;15,37411;8,15404;2
c2sp2s996;15,39886;8,27321;2
c2sp2s997;15,42137;8,39300;2
c2sp2s998;15,44165;8,51339;2
c2sp2s999;15,45966;8,63433;2
c2sp2s1000;15,47540;8,75577;2
